"trial_id","practice","word","orthography","phonology","language","word_english_orthography","word_english_phonology","word_catalan_orthography","word_catalan_phonology","word_spanish_orthography","word_spanish_phonology","pthn_spa","pthn_eng","freq_spa","freq_eng","stress_overlap_engspa","stress_overlap_engcat","stress_overlap_spacat","consonant_ratio_engspa","vowel_ratio_engspa","same_onset_engspa","consonant_ratio_spacat","vowel_ratio_spacat","same_onset_spacat"
118,0,"bou","bou","/bou/","Catalan","bull","/bʊl/","bou","/bou/","buey","/ˈbwei/",0,6,1.92,27.51,0,1,1,,,,0.21,0.29,"different"
119,0,"caixa","caixa","/ˈka.ʃə/","Catalan","box","/bɒks/","caixa","/ˈka.ʃə/","caja","/'ka.xa/",4,0,112.45,89.75,0,0,1,,,,0.47,0.38,"same_consonant"
120,0,"cama","cama","/ˈka.mə/","Catalan","leg","/lɛg/","cama","/ˈka.mə/","pierna","/ˈpjer.na/",1,2,51.51,56.51,0,0,0,,,,0.12,0.20,"different"
121,0,"camisa","camisa","/ka.'mi.za/","Catalan","shirt","/ʃɜːt/","camisa","/ka.'mi.za/","camisa","/kaˈmi.sa/",0,6,46.27,46.37,0,0,1,,,,0.40,0.33,"same_consonant"
122,0,"casa","casa","/ˈka.zə/","Catalan","house","/haʊs/","casa","/ˈka.zə/","casa","/'ka.sa/",0,1,"1,378.29",514.00,1,0,1,,,,0.48,0.38,"same_consonant"
123,0,"cavall","cavall","/kə'baʎ/","Catalan","horse","/hɔːs/","cavall","/kə'baʎ/","caballo","/kaˈβa.ʎo/",1,2,62.16,92.88,0,0,1,,,,0.55,0.27,"same_consonant"
124,0,"cirera","cirera","/siˈɾe.ɾə/","Catalan","cherry","/ˈʧɛri/","cirera","/siˈɾe.ɾə/","cereza","/θeˈɾe.θa/",0,6,4.83,13.59,0,0,1,,,,0.44,0.39,"different"
125,0,"colom","colom","/kuˈlom/","Catalan","pigeon","/ˈpɪʤɪn/","colom","/kuˈlom/","paloma","/paˈlo.ma/",0,0,6.13,5.90,0,0,1,,,,0.47,0.18,"different"
126,0,"corona","corona","/kuˈɾo.nə/","Catalan","crown","/kraʊn/","corona","/kuˈɾo.nə/","corona","/koˈɾo.na/",0,4,13.17,13.69,0,0,1,,,,0.50,0.39,"same_consonant"
127,0,"cotxe","cotxe","/ˈkɔ.t͡ʃə/","Catalan","car","/kɑː/","cotxe","/ˈkɔ.t͡ʃə/","coche","/ˈko.t͡ʃe/",1,2,115.65,483.06,1,1,1,,,,0.50,0.42,"same_consonant"
128,0,"cuc","cuc","/ˈkuk/","Catalan","worm","/wɜːm/","cuc","/ˈkuk/","gusano","/ɡuˈsa.no/",0,8,10.10,10.12,0,0,0,,,,0.36,0.22,"different"
129,0,"dit","dit","/dit/","Catalan","finger","/ˈfɪŋgə/","dit","/dit/","dedo","/ˈde.ðo/",5,0,45.79,36.67,0,0,1,,,,0.50,0.24,"same_consonant"
130,0,"entrepa","entrepà","/ˌen.tɾəˈpa/","Catalan","sandwich","/ˈsænwɪʤ/","entrepà","/ˌen.tɾəˈpa/","bocadillo","/bo.kaˈdi.ʎo/",1,0,4.69,21.92,0,0,0,,,,0.11,0.13,"different"
131,0,"esponja","esponja","/əsˈpɔn.ʒə/","Catalan","sponge","/spʌnʤ/","esponja","/əsˈpɔn.ʒə/","esponja","/esˈpoŋ.xa/",0,0,7.04,6.71,1,1,1,,,,0.51,0.31,"different"
132,0,"estrella","estrella","/esˈtɾe.ʎa/","Catalan","star","/stɑː/","estrella","/əsˈtɛɫ/","estrella","/esˈtɾe.ʎa/",0,3,61.06,81.35,1,1,1,,,,0.57,0.38,"different"
133,0,"estruc","estruç","/əsˈtɾus/","Catalan","ostrich","/ˈɒstrɪʧ/","estruç","/əsˈtɾus/","avestruz","/a'βes.tɾuθ/",0,0,0.84,0.94,0,1,1,,,,0.56,0.21,"different"
134,0,"flor","flor","/ˈfɫɔ/","Catalan","flower","/ˈflaʊə/","flor","/ˈfɫɔ/","flor","/ˈfloɾ/",1,1,16.63,22.76,1,1,1,,,,0.57,0.24,"same_consonant"
135,0,"formiga","formiga","/furˈmi.ɡə/","Catalan","ant","/ænt/","formiga","/furˈmi.ɡə/","hormiga","/oɾˈmi.ɣa/",1,9,2.64,5.35,0,0,1,,,,0.44,0.23,"different"
136,0,"forquilla","forquilla","/furˈki.ʎə/","Catalan","fork","/fɔːk/","forquilla","/furˈki.ʎə/","tenedor","/te.neˈðoɾ/",0,12,5.99,8.82,0,1,0,,,,0.25,0.05,"different"
137,0,"fulla","fulla","/ˈfu.ʎə/","Catalan","leaf","/liːf/","fulla","/ˈfu.ʎə/","hoja","/ˈo.xa/",8,13,13.22,5.20,0,1,0,,,,0.00,0.00,"different"
138,0,"galeta","galeta","/ɡəˈɫɛ.tə/","Catalan","biscuit","/ˈbɪskɪt/","galeta","/ɡəˈɫɛ.tə/","galleta","/ɡaˈʎe.ta/",1,,11.27,,0,0,0,,,,0.47,0.31,"same_consonant"
139,0,"galleda","galleda","/ɡəˈʎɛ.ðə/","Catalan","bucket","/ˈbʌkɪt/","galleda","/ɡəˈʎɛ.ðə/","cubo","/'ku.βo/",7,1,8.10,10.02,0,0,0,,,,0.27,0.17,"different"
140,0,"gat","gat","/ˈɡat/","Catalan","cat","/kæt/","gat","/ˈɡat/","gato","/ˈɡa.to/",2,9,53.99,66.33,0,1,1,,,,0.57,0.29,"same_consonant"
141,0,"gerd","gerd","/ˈʒɛrt/","Catalan","grass","/grɑːs/","gerd","/ˈʒɛrt/","césped","/ˈθes.ped/",,4,,16.78,0,1,0,,,,0.48,0.17,"different"
142,0,"girafa","girafa","/ʒiˈɾa.fə/","Catalan","giraffe","/ʤɪˈrɑːf/","girafa","/ʒiˈɾa.fə/","jirafa","/xi'ɾa.fa/",0,0,1.97,1.49,0,1,1,,,,0.47,0.42,"different"
143,0,"globus","globus","/ˈɡɫɔ.βus/","Catalan","balloon","/bəˈluːn/","globus","/ˈˈɡɫɔ.βus/","globo","/ˈɡlo.βo/",1,0,11.63,8.67,0,0,1,,,,0.55,0.30,"same_consonant"
144,0,"gorra","gorra","/ˈɡo.rə/","Catalan","cap","/ˈkæp/","gorra","/ˈɡo.rə/","gorra","/ˈɡo.ra/",2,11,8.75,18.75,0,0,1,,,,0.50,0.38,"same_consonant"
145,0,"got","got","/ˈɡɔt/","Catalan","cup","/kʌp/","got","/ˈɡɔt/","vaso","/ˈba.so/",8,6,26.06,51.65,0,0,0,,,,0.42,0.10,"different"
146,0,"guitarra","guitarra","/giˈta.rə/","Catalan","guitar","/gɪˈtɑː/","guitarra","/giˈta.rə/","guitarra","/giˈta.ra/",0,0,17.60,15.59,1,1,1,,,,0.50,0.42,"same_consonant"
148,0,"lleo","lleó","/ʎəˈo/","Catalan","lion","/ˈlaɪən/","lleó","/ʎəˈo/","león","/leˈon/",,1,,15.35,0,0,1,,,,0.23,0.52,"different"
149,0,"llibre","llibre","/ˈʎi.βɾə/","Catalan","book","/bʊk/","llibre","/ˈʎi.βɾə/","libro","/ˈli.βɾo/",0,3,159.74,176.98,0,0,1,,,,0.56,0.33,"different"
150,0,"lloro","lloro","/ʎoˈɾu/","Catalan","parrot","/ˈpærət/","lloro","/ʎoˈɾu/","loro","/'lo.ɾo/",11,2,4.06,3.27,0,0,1,,,,0.45,0.46,"different"
151,0,"lluna","lluna","/ˈʎu.nə/","Catalan","moon","/muːn/","lluna","/ˈʎu.nə/","luna","/'lu.na/",1,6,66.01,49.96,1,1,1,,,,0.45,0.38,"different"
152,0,"ma","ma","/ˈma/","Catalan","hand","/hænd/","ma","/ˈma/","mano","/'ma.no/",1,2,255.96,279.65,0,0,1,,,,0.33,0.33,"same_consonant"
153,0,"mico","mico","/ˈmi.ku/","Catalan","monkey","/ˈmʌŋki/","mico","/ˈmi.ku/","mono","/'mo.no/",2,1,33.13,33.51,1,1,1,,,,0.42,0.29,"same_consonant"
154,0,"mirall","mirall","/miˈɾaʎ/","Catalan","mirror","/ˈmɪrə/","mirall","/miˈɾaʎ/","espejo","/es'pe.xo/",0,0,28.22,24.18,0,1,0,,,,0.22,0.12,"different"
155,0,"moneda","moneda","/muˈnɛ.ðə/","Catalan","coin","/kɔɪn/","moneda","/muˈnɛ.ðə/","moneda","/mo'ne.ða/",0,6,18.03,9.75,1,0,1,,,,0.50,0.36,"same_consonant"
156,0,"moto","moto","/ˈmo.tu/","Catalan","motorbike","/ˈməʊtəˌbaɪk/","moto","/ˈmo.tu/","moto","/'mo.to/",8,0,17.14,0.75,1,1,1,,,,0.50,0.46,"same_consonant"
157,0,"mussol","mussol","/muˈsɔɫ/","Catalan","owl","/aʊl/","mussol","/muˈsɔɫ/","búho","/'bu.o/",,10,,5.61,0,0,0,,,,0.23,0.25,"different"
158,0,"nas","nas","/nas/","Catalan","nose","/nəʊz/","nas","/nas/","nariz","/naˈɾiθ/",0,6,53.87,69.75,0,1,0,,,,0.45,0.25,"same_consonant"
160,0,"orella","orella","/uˈɾɛ.ʎə/","Catalan","ear","/ɪə/","orella","/uˈɾɛ.ʎə/","oreja","/oˈɾe.xa/",0,9,15.67,32.00,0,0,1,,,,0.35,0.43,"different"
161,0,"ovella","ovella","/uˈbɛ.ʎə/","Catalan","sheep","/ʃiːp/","ovella","/uˈbɛ.ʎə/","oveja","/o'βe.xa/",1,8,6.32,13.43,0,0,1,,,,0.35,0.43,"different"
162,0,"pa","pa","/pa/","Catalan","bread","/brɛd/","pa","/pa/","pan","/ˈpan/",8,5,48.25,28.33,0,0,1,,,,0.40,0.40,"same_consonant"
163,0,"papallona","papallona","/pə.pəˈʎo.nə/","Catalan","butterfly","/ˈbʌtəflaɪ/","papallona","/pə.pəˈʎo.nə/","mariposa","/ma.ɾiˈpo.sa/",0,0,6.71,5.51,0,0,1,,,,0.22,0.19,"different"
164,0,"patata","patata","/pəˈta.tə/","Catalan","potato","/pəˈteɪtəʊ/","patata","/pəˈta.tə/","patata","/paˈta.ta/",2,0,2.72,11.29,1,1,1,,,,0.50,0.33,"same_consonant"
165,0,"pernil","pernil","/pərˈniɫ/","Catalan","ham","/hæm/","pernil","/pərˈniɫ/","jamón","/xaˈmon/",,18,,11.59,1,0,0,,,,0.35,0.09,"different"
166,0,"peu","peu","/pɛw/","Catalan","foot","/fʊt/","peu","/pɛw/","pierna","/ˈpjer.na/",1,5,51.51,64.92,0,0,1,,,,0.33,0.00,"same_consonant"
168,0,"planta","planta","/ˈpɫan.tə/","Catalan","plant","/plɑːnt/","planta","/ˈpɫan.tə/","planta","/ˈplan.ta/",2,4,26.66,27.61,1,1,1,,,,0.67,0.25,"same_consonant"
169,0,"plat","plat","/ˈpɫat/","Catalan","plate","/pleɪt/","plat","/ˈpɫat/","plato","/ˈpla.to/",1,7,27.76,25.65,1,1,1,,,,0.67,0.22,"same_consonant"
170,0,"ploma","ploma","/ˈplo.mə/","Catalan","feather","/ˈfɛðə/","ploma","/ˈplo.mə/","pluma","/ˈpo.ʎo/",0,6,10.96,6.63,0,0,1,,,,0.60,0.27,"same_consonant"
171,0,"pollastre","pollastre","/puˈʎas.tɾə/","Catalan","chicken","/ˈʧɪkɪn/","pollastre","/puˈʎas.tɾə/","pollo","/ˈpo.ʎo/",2,0,47.28,61.73,0,0,1,,,,0.31,0.18,"same_consonant"
172,0,"poma","poma","/ˈpo.ma/","Catalan","apple","/ˈæpl/","poma","/ˈpo.ma/","manzana","/manˈθa.na/",0,0,18.97,23.67,0,0,0,,,,0.18,0.18,"different"
173,0,"porc","porc","/ˈpɔrk/","Catalan","pig/pork","/pɪg/pɔːk/","porc","/ˈpɔrk/","cerdo","/'θeɾ.ðo/",0,,40.02,,0,1,1,,,,0.50,0.07,"different"
174,0,"porta","porta","/ˈpɔr.tə/","Catalan","door","/dɔː/","porta","/ˈpɔr.tə/","puerta","/ˈpwer.ta/",0,5,328.87,292.06,0,1,1,,,,0.55,0.09,"same_consonant"
175,0,"raspall","raspall","/rəsˈpaʎ/","Catalan","brush","/brʌʃ/","raspall","/rəsˈpaʎ/","cepillo","/θeˈpi.ʎo/",0,2,9.47,14.16,0,0,1,,,,0.46,0.22,"different"
176,0,"samarreta","samarreta","/sə.məˈrɛ.tə/","Catalan","t-shirt","/ˈtiːʃɜːt/","samarreta","/sə.məˈrɛ.tə/","camiseta","/ka.mi'se.ta/",0,,20.65,,0,0,0,,,,0.43,0.31,"different"
177,0,"sol","sol","/ˈsɔɫ/","Catalan","sun","/sʌn/","sol","/ˈsɔɫ/","sol","/ˈsol/",5,13,88.20,69.67,1,1,1,,,,0.67,0.28,"same_consonant"
178,0,"taronja","taronja","/təˈɾɔɲ.ʒə/","Catalan","orange","/ˈɒrɪnʤ/","taronja","/təˈɾɔɲ.ʒə/","naranja","/naˈɾaŋ.xa/",0,0,18.77,22.31,0,0,1,,,,0.50,0.19,"different"
180,0,"tisores","tisores","/tiˈzo.ɾəs/","Catalan","scissors","/ˈsɪzəz/","tisores","/tiˈzo.ɾəs/","tijeras","/tiˈxe.ɾas/",1,1,6.90,6.69,0,0,0,,,,0.53,0.29,"same_consonant"
181,0,"tobogan","tobogan","/tu.βuˈɣan/","Catalan","slide","/slaɪd/","tobogan","/tu.βuˈɣan/","tobogán","/to.βoˈɣan/",,2,,17.82,1,0,1,,,,0.57,0.38,"same_consonant"
182,0,"tomaquet","tomàquet","/tuˈma.kət/","Catalan","tomato","/təˈmɑːtəʊ/","tomàquet","/tuˈma.kət/","tomate","/toˈma.te/",2,0,9.90,5.90,1,1,1,,,,0.46,0.28,"same_consonant"
183,0,"tren","tren","/ˈtɾɛn/","Catalan","train","/treɪn/","tren","/ˈtɾɛn/","tren","/ˈtɾen/",1,0,70.99,95.06,1,1,1,,,,0.75,0.21,"same_consonant"
184,0,"ull","ull","/uʎ/","Catalan","eye","/aɪ/","ull","/uʎ/","ojo","/ˈo.xo/",4,18,64.83,111.78,0,0,0,,,,0.29,0.33,"different"
185,0,"ulleres","ulleres","/uˈʎe.ɾəs/","Catalan","glasses","/ˈglɑːsɪz/","ulleres","/uˈʎe.ɾəs/","gafas","/ɡaˈfas/",1,0,11.39,33.12,1,0,0,,,,0.18,0.00,"different"
186,0,"ungla","ungla","/ˈuŋ.ɡɫə/","Catalan","nail","/neɪl/","ungla","/ˈuŋ.ɡɫə/","uña","/ˈu.ɲa/",,8,,18.65,1,0,1,,,,0.22,0.25,"same_vowel"
187,0,"vaixell","vaixell","/bəˈʃeʎ/","Catalan","boat","/bəʊt/","vaixell","/bəˈʃeʎ/","barco","/ˈbaɾ.ko/",0,5,84.98,95.78,1,1,1,,,,0.35,0.10,"same_consonant"
188,0,"xocolata","xocolata","/ʃu.kuˈɫa.tə/","Catalan","chocolate","/ˈʧɒkəlɪt/","xocolata","/ʃu.kuˈɫa.tə/","chocolate","/tʃ͡o.koˈla.te/",0,0,47.12,29.39,0,0,1,,,,0.49,0.44,"different"
189,0,"zebra","zebra","/ˈze.βɾə/","Catalan","zebra","/ˈziːbrə/","zebra","/ˈze.βɾə/","cebra","/ˈθe.bɾa/",0,0,1.80,2.51,0,1,1,,,,0.55,0.30,"different"
109,1,"arbre","arbre","/ˈa.βɾə/","Catalan","tree","/triː/","arbre","/ˈa.βɾə/","árbol","/ˈarbol/",,5,,65.00,1,0,1,,,,0.22,0.22,"same_vowel"
147,1,"jaqueta","jaqueta","/ʒəˈkɛ.tə/","Catalan","jacket","/ˈʤækɪt/","jaqueta","/ʒəˈkɛ.tə/","chaqueta","/tʃ͡aˈke.ta/",0,0,37.62,33.41,0,1,1,,,,0.48,0.31,"different"
159,1,"onada","onada","/uˈna.ðə/","Catalan","wave","/weɪv/","onada","/uˈna.ðə/","ola","/ˈo.la/",6,8,14.95,21.25,0,0,0,,,,0.15,0.46,"different"
167,1,"pingui","pingüí","/piŋˈɡwi/","Catalan","penguin","/ˈpɛŋgwɪn/","pingüí","/piŋˈɡwi/","pingüino","/piŋˈɡwi.no/",,0,,2.88,0,1,1,,,,0.57,0.29,"same_consonant"
179,1,"tigre","tigre","/ˈti.ɡɾə/","Catalan","tiger","/ˈtaɪgə/","tigre","/ˈti.ɡɾə/","tigre","/ˈti.ɣɾe/",0,0,11.73,18.53,1,1,1,,,,0.57,0.37,"same_consonant"
2,0,"avestruz","avestruz","/a'βes.tɾuθ/","Spanish","ostrich","/ˈɒstrɪʧ/","estruç","/əsˈtɾus/","avestruz","/a'βes.tɾuθ/",0,0,0.84,0.94,0,0,1,0.54,0.14,"different",,,
3,0,"barco","barco","/ˈbaɾ.ko/","Spanish","boat","/bəʊt/","vaixell","/bəˈʃeʎ/","barco","/ˈbaɾ.ko/",0,5,84.98,95.78,1,1,1,0.40,0.11,"same_consonant",,,
4,0,"biberon","biberón","/biβeˈɾon/","Spanish","bottle","/ˈbɒtl/","biberó","/bi.βəˈɾo/","biberón","/biβeˈɾon/",,0,,50.75,0,0,1,0.29,0.00,"same_consonant",,,
5,0,"bici","bici","/ˈbi.θi/","Spanish","bike","/baɪk/","bici","/ˈbi.si/","bici","/ˈbi.θi/",1,9,5.19,25.88,1,1,1,0.40,0.25,"same_consonant",,,
6,0,"boca","boca","/'bo.ka/","Spanish","mouth","/maʊθ/","boca","/ˈbo.kə/","boca","/'bo.ka/",0,0,137.98,104.41,0,0,1,0.23,0.25,"different",,,
7,0,"bocadillo","bocadillo","/bo.kaˈdi.ʎo/","Spanish","sandwich","/ˈsænwɪʤ/","entrepà","/ˌen.tɾəˈpa/","bocadillo","/bo.kaˈdi.ʎo/",1,0,4.69,21.92,0,0,0,0.27,0.19,"different",,,
8,0,"bol","bol","/'bol/","Spanish","bowl","/bəʊl/","bol","/ˈbɔɫ/","bol","/'bol/",10,12,1.47,21.45,1,1,1,0.57,0.19,"same_consonant",,,
9,0,"boli","boli","/'bo.li/","Spanish","pen","/pɛn/","boli","/'bo.li'/","bolígrafo","/'bo.li/",0,7,8.32,24.73,0,0,1,0.44,0.10,"different",,,
10,0,"botella","botella","/boˈte.ʎa/","Spanish","bottle","/ˈbɒtl/","ampolla","/əmˈpo.ʎə/","botella","/boˈte.ʎa/",0,0,43.08,50.75,0,0,0,0.40,0.13,"same_consonant",,,
11,0,"boton","botón","/boˈton/","Spanish","button","/ˈbʌtn/","botó","/buˈto/","botón","/boˈton/",,0,,28.25,0,0,1,0.67,0.15,"same_consonant",,,
12,0,"brazo","brazo","/ˈbɾa.θo/","Spanish","arm","/ɑːm/","braç","/ˈbɾas/","brazo","/ˈbɾa.θo/",0,5,55.72,65.41,0,0,0,0.13,0.00,"different",,,
13,0,"buho","búho","/ˈbu.o/","Spanish","owl","/aʊl/","mussol","/muˈsɔɫ/","búho","/ˈbu.o/",,10,,5.61,0,1,0,0.00,0.33,"different",,,
14,0,"burro","burro","/'bu.ro/","Spanish","donkey","/ˈdɒŋki/","ruc","/ˈruk/","burro","/'bu.ro/",0,0,9.47,5.35,0,0,1,0.28,0.11,"different",,,
15,0,"caballo","caballo","/kaˈβa.ʎo/","Spanish","horse","/hɔːs/","cavall","/kəˈβaʎ/","caballo","/kaˈβa.ʎo/",1,2,62.16,92.88,0,0,1,0.33,0.07,"different",,,
16,0,"caja","caja","/'ka.xa/","Spanish","box","/bɒks/","caixa","/ˈka.ʃə/","caja","/'ka.xa/",4,0,112.45,89.75,0,1,1,0.25,0.00,"different",,,
17,0,"calcetin","calcetín","/kalθeˈtin/","Spanish","sock","/sɒk/","mitjó","/miˈd͡ʒo/","calcetín","/kalθeˈtin/",,16,,8.98,0,0,0,0.18,0.00,"different",,,
18,0,"camisa","camisa","/kaˈmi.sa/","Spanish","shirt","/ʃɜːt/","camisa","/kəˈmi.zə/","camisa","/kaˈmi.sa/",0,6,46.27,46.37,0,0,1,0.31,0.15,"different",,,
19,0,"camiseta","camiseta","/ka.mi'se.ta/","Spanish","t-shirt","/ˈtiːʃɜːt/","samarreta","/sə.məˈrɛ.tə/","camiseta","/ka.mi'se.ta/",0,,20.65,,0,0,1,0.42,0.26,"different",,,
20,0,"caracol","caracol","/ka.ɾaˈkol/","Spanish","snail","/sneɪl/","cargol","/kər.ˈɡɔl/","caracol","/ka.ɾaˈkol/",0,7,2.38,1.76,0,1,1,0.28,0.08,"different",,,
21,0,"cebra","cebra","/ˈθe.bɾa/","Spanish","zebra","/ˈziːbrə/","zebra","/ˈze.βɾə/","cebra","/ˈθe.bɾa/",0,0,1.80,2.51,0,1,1,0.57,0.27,"different",,,
22,0,"cepillo","cepillo","/θeˈpi.ʎo/","Spanish","brush","/brʌʃ/","raspall","/rəsˈpaʎ/","cepillo","/θeˈpi.ʎo/",0,2,9.47,14.16,0,0,1,0.13,0.00,"different",,,
23,0,"cerdo","cerdo","/'θeɾ.ðo/","Spanish","pig","/pɪg/","porc","/ˈpɔrk/","cerdo","/'θeɾ.ðo/",0,3,40.02,39.14,0,1,1,0.32,0.21,"different",,,
24,0,"cereza","cereza","/θeˈɾe.θa/","Spanish","cherry","/ˈʧɛri/","cirera","/siˈɾe.ɾə/","cereza","/θeˈɾe.θa/",0,6,4.83,13.59,0,0,1,0.36,0.33,"different",,,
25,0,"cesta","cesta","/'θes.ta/","Spanish","basket","/ˈbɑːskɪt/","cistella","/sisˈte.ʎə/","cesta","/'θes.ta/",2,0,3.70,13.18,1,0,0,0.48,0.06,"different",,,
27,0,"chocolate","chocolate","/tʃ͡o.koˈla.te/","Spanish","chocolate","/ˈʧɒkəlɪt/","xocolata","/ʃu.kuˈɫa.tə/","chocolate","/tʃ͡o.koˈla.te/",0,0,47.12,29.39,0,0,1,0.53,0.24,"same_consonant",,,
28,0,"cielo","cielo","/ˈθje.lo/","Spanish","sky","/skaɪ/","cel","/ˈsɛɫ/","cielo","/ˈθje.lo/",0,0,144.93,44.80,0,0,1,0.36,0.15,"different",,,
29,0,"coche","coche","/ˈkot͡ʃe/","Spanish","car","/kɑː/","cotxe","/ˈkɔ.t͡ʃə/","coche","/ˈkot͡ʃe/",1,2,115.65,483.06,1,1,1,0.33,0.17,"same_consonant",,,
30,0,"corona","corona","/koˈɾo.na/","Spanish","crown","/kraʊn/","corona","/kuˈɾo.nə/","corona","/koˈɾo.na/",0,4,13.17,13.69,0,0,1,0.55,0.03,"same_consonant",,,
31,0,"cubo","cubo","/'ku.βo/","Spanish","bucket","/ˈbʌkɪt/","galleda","/ɡəˈʎɛ.ðə/","cubo","/'ku.βo/",7,1,8.10,10.02,0,0,0,0.36,0.11,"different",,,
32,0,"cuchara","cuchara","/kuˈt͡ʃa.ɾa/","Spanish","spoon","/spuːn/","cullera","/kuˈʎe.ɾə/","cuchara","/kuˈt͡ʃa.ɾa/",0,3,7.04,7.61,0,0,0,0.28,0.20,"different",,,
33,0,"dedo","dedo","/ˈde.ðo/","Spanish","finger","/ˈfɪŋgə/","dit","/dit/","dedo","/ˈde.ðo/",5,0,45.79,36.67,0,0,1,0.27,0.19,"different",,,
34,0,"ensalada","ensalada","/ensaˈlada/","Spanish","salad","/ˈsæləd/","amanida","/ə.məˈni.ðə/","ensalada","/ensaˈlada/",0,0,23.00,17.02,0,0,0,0.46,0.21,"different",,,
35,0,"esponja","esponja","/esˈpoŋ.xa/","Spanish","sponge","/spʌnʤ/","esponja","/əsˈpɔn.ʒə/","esponja","/esˈpoŋ.xa/",0,0,7.04,6.71,1,1,1,0.59,0.11,"different",,,
36,0,"estrella","estrella","/esˈtɾe.ʎa/","Spanish","star","/stɑː/","estrella","/esˈtɾe.ʎa/","estrella","/esˈtɾe.ʎa/",0,3,61.06,81.35,1,1,1,0.40,0.00,"different",,,
37,0,"flor","flor","/flor/","Spanish","flower","/ˈflaʊə/","flor","/ˈfɫɔ/","flor","/flor/",1,1,16.63,22.76,1,1,1,0.44,0.04,"same_consonant",,,
38,0,"frambuesa","frambuesa","/fɾamˈbwe.sa/","Spanish","raspberry","/ˈrɑːzbəri/","gerd","/ˈʒɛrt/","frambuesa","/fɾamˈbwe.sa/",0,0,1.80,1.88,0,0,0,0.33,0.08,"different",,,
39,0,"gafas","gafas","/ga'fas/","Spanish","glasses","/ˈglɑːsɪz/","ulleres","/uˈʎe.ɾəs/","gafas","/ga'fas/",1,0,11.39,33.12,1,1,0,0.36,0.00,"same_consonant",,,
40,0,"galleta","galleta","/ɡa.'ʎe.ta/","Spanish","biscuit","/ˈbɪskɪt/","galeta","/ɡəˈɫɛ.tə/","galleta","/ɡa.'ʎe.ta/",1,,11.27,,0,0,0,0.38,0.08,"different",,,
41,0,"gallina","gallina","/ɡəˈʎi.na/","Spanish","cock","/kɒk/","gallina","/ɡəˈʎi.nə/","gallina","/ɡəˈʎi.na/",0,16,14.62,11.37,0,0,1,0.34,0.07,"different",,,
